product_id,cluster
00000285_a,7
00000286_a,4
00000287_a,7
00000288_a,7
00000289_a,4
00000290_a,2
00000291_a,7
00000292_a,7
00000293_a,7
00000294_a,3
00000295_a,7
00000296_a,7
00000297_a,7
00000298_a,7
00000299_a,2
00000300_a,0
00000301_a,7
00000302_a,7
00000303_a,7
00000304_a,7
00000305_a,7
00000306_a,2
00000307_a,7
00000308_a,7
00000309_a,7
00000310_a,7
00000311_a,2
00000312_a,7
00000313_a,7
00000314_a,7
00000315_a,7
00000316_a,7
00000317_a,7
00000318_a,7
00000319_a,7
00000320_a,2
00000321_a,2
00000322_a,7
00000323_a,7
00000324_a,7
00000325_a,7
00000326_a,7
00000327_a,7
00000328_a,2
00000329_a,7
00000330_a,7
00000331_a,7
00000332_a,7
00000333_a,7
00000334_a,7
00000335_a,7
00000336_a,7
00000337_a,7
00000338_a,7
00000339_a,2
00000340_a,2
00000341_a,7
00000342_a,7
00000343_a,7
00000344_a,7
00000345_a,7
00000346_a,7
00000347_a,7
00000348_a,7
00000349_a,7
00000350_a,7
00000351_a,7
00000352_a,4
00000353_a,2
00000354_a,2
00000355_a,7
00000356_a,7
00000357_a,7
00000359_a,7
00000360_a,7
00000361_a,2
00000362_a,7
00000363_a,7
00000364_a,2
00000365_a,2
00000366_a,1
00000367_a,7
00000368_a,2
00000369_a,2
00000370_a,7
00000371_a,3
00000372_a,7
00000373_a,7
00000374_a,7
00000375_a,2
00000376_a,2
00000377_a,7
00000378_a,7
00000379_a,7
00000380_a,7
00000381_a,7
00000382_a,2
00000383_a,7
00000384_a,4
00000385_a,2
00000386_a,7
00000387_a,7
00000388_a,7
00000389_a,2
00000390_a,7
00000391_a,7
00000392_a,7
00000393_a,7
00000394_a,7
00000395_a,7
00000396_a,7
00000397_a,7
00000398_a,7
00000399_a,2
00000400_a,7
00000401_a,4
00000402_a,7
00000403_a,7
00000404_a,4
00000405_a,7
00000406_a,7
00000407_a,7
00000408_a,2
00000409_a,7
00000410_a,7
00000411_a,2
00000412_a,7
00000413_a,2
00000414_a,7
00000415_a,7
00000416_a,2
00000418_a,7
00000419_a,7
00000420_a,2
00000421_a,7
00000422_a,2
00000423_a,7
00000424_a,7
00000425_a,7
00000426_a,7
00000427_a,2
00000428_a,2
00000429_a,7
00000430_a,5
00000431_a,7
00000432_a,7
00000433_a,7
00000434_a,7
00000435_a,7
00000436_a,7
00000437_a,2
00000438_a,5
00000439_a,7
00000440_a,2
00000441_a,7
00000442_a,7
00000443_a,7
00000444_a,2
00000445_a,7
00000446_a,7
00000447_a,2
00000448_a,7
00000449_a,2
00000450_a,4
00000451_a,2
00000452_a,2
00000453_a,2
00000454_a,7
00000455_a,7
00000456_a,7
00000457_a,4
00000458_a,7
00000459_a,7
00000460_a,7
00000461_a,7
00000462_a,7
00000463_a,7
00000464_a,7
00000465_a,7
00000466_a,7
00000467_a,7
00000468_a,2
00000469_a,7
00000470_a,0
00000471_a,7
00000472_a,2
00000473_a,2
00000474_a,7
00000475_a,7
00000476_a,2
00000477_a,7
00000478_a,7
00000479_a,2
00000480_a,7
00000481_a,7
00000482_a,7
00000483_a,2
00000484_a,7
00000485_a,7
00000486_a,2
00000487_a,0
00000488_a,4
00000489_a,2
00000490_a,7
00000491_a,7
00000492_a,7
00000493_a,7
00000494_a,2
00000495_a,7
00000496_a,7
00000497_a,2
00000498_a,5
00000499_a,2
00000500_a,7
00000501_a,2
00000502_a,2
00000503_a,7
00000504_a,7
00000505_a,2
00000506_a,7
00000507_a,2
00000508_a,2
00000509_a,7
00000510_a,7
00000511_a,7
00000512_a,7
00000513_a,7
00000514_a,7
00000515_a,7
00000516_a,4
00000517_a,7
00000518_a,7
00000519_a,2
00000520_a,2
00000521_a,7
00000522_a,7
00000523_a,7
00000524_a,7
00000525_a,7
00000526_a,7
00000527_a,7
00000528_a,7
00000529_a,4
00000530_a,0
00000531_a,2
00000532_a,3
00000533_a,7
00000534_a,4
00000535_a,2
00000536_a,7
00000537_a,7
00000538_a,7
00000539_a,7
00000540_a,2
00000541_a,7
00000542_a,2
00000543_a,7
00000544_a,7
00000545_a,7
00000546_a,2
00000547_a,7
00000548_a,7
00000549_a,7
00000550_a,7
00000551_a,2
00000552_a,7
00000553_a,7
00000554_a,7
00000555_a,7
00000556_a,7
00000557_a,7
00000558_a,7
00000559_a,4
00000560_a,7
00000561_a,7
00000562_a,7
00000563_a,2
00000564_a,2
00000565_a,3
00000566_a,7
00000567_a,7
00000568_a,7
00000569_a,7
00000570_a,7
00000571_a,7
00000572_a,2
00000573_a,7
00000574_a,7
00000575_a,7
00000576_a,7
00000577_a,7
00000578_a,7
00000579_a,7
00000580_a,4
00000581_a,7
00000582_a,7
00000583_a,2
00000584_a,7
00000585_a,2
00000586_a,7
00000587_a,7
00000588_a,2
00000589_a,7
00000590_a,7
00000591_a,4
00000592_a,4
00000593_a,7
00000594_a,7
00000595_a,2
00000596_a,2
00000597_a,7
00000598_a,2
00000599_a,7
00000600_a,7
00000601_a,7
00000602_a,4
00000603_a,4
00000604_a,7
00000605_a,7
00000606_a,7
00000607_a,7
00000608_a,7
00000609_a,2
00000610_a,7
00000611_a,7
00000612_a,0
00000613_a,2
00000614_a,7
00000615_a,2
00000616_a,7
00000617_a,7
00000618_a,7
00000619_a,7
00000620_a,7
00000621_a,7
00000622_a,7
00000623_a,7
00000624_a,7
00000625_a,7
00000626_a,2
00000627_a,2
00000628_a,7
00000629_a,2
00000630_a,2
00000631_a,2
00000632_a,7
00000633_a,2
00000634_a,7
00000635_a,7
00000636_a,2
00000637_a,7
00000638_a,7
00000639_a,7
00000640_a,7
00000641_a,7
00000642_a,4
00000643_a,7
00000644_a,7
00000645_a,7
00000646_a,7
00000647_a,7
00000648_a,7
00000649_a,7
00000650_a,7
00000651_a,2
00000652_a,4
00000653_a,7
00000654_a,7
00000655_a,2
00000656_a,7
00000657_a,2
00000658_a,7
00000659_a,7
00000660_a,2
00000661_a,2
00000662_a,2
00000663_a,2
00000664_a,7
00000665_a,7
00000666_a,4
00000667_a,7
00000668_a,7
00000669_a,7
00000670_a,2
00000671_a,7
00000672_a,7
00000673_a,7
00000674_a,7
00000675_a,7
00000676_a,7
00000677_a,7
00000678_a,7
00000679_a,7
00000680_a,7
00000681_a,7
00000682_a,2
00000683_a,2
00000684_a,2
00000685_a,2
00000686_a,7
00000687_a,7
00000688_a,7
00000689_a,2
00000690_a,7
00000691_a,2
00000692_a,7
00000693_a,7
00000694_a,7
00000695_a,7
00000696_a,7
00000697_a,7
00000698_a,7
00000699_a,3
00000700_a,7
00000701_a,7
00000702_a,2
00000703_a,2
00000704_a,0
00000705_a,7
00000706_a,7
00000707_a,7
00000708_a,7
00000709_a,2
00000710_a,2
00000711_a,7
00000712_a,7
00000713_a,2
00000714_a,2
00000715_a,2
00000716_a,7
00000717_a,7
00000718_a,7
00000719_a,7
00000720_a,7
00000721_a,7
00000722_a,7
00000723_a,7
00000724_a,4
00000725_a,7
00000726_a,7
00000727_a,7
00000728_a,7
00000729_a,4
00000730_a,2
00000731_a,7
00000732_a,7
00000733_a,7
00000734_a,4
00000735_a,7
00000736_a,2
00000737_a,7
00000738_a,7
00000739_a,2
00000740_a,7
00000741_a,2
00000742_a,7
00000743_a,7
00000744_a,7
00000745_a,7
00000746_a,2
00000747_a,2
00000748_a,7
00000749_a,7
00000750_a,7
00000751_a,7
00000752_a,7
00000753_a,7
00000754_a,7
00000755_a,7
00000756_a,7
00000757_a,7
00000758_a,7
00000759_a,6
00000760_a,2
00000761_a,7
00000762_a,7
00000763_a,7
00000764_a,7
00000765_a,7
00000766_a,7
00000767_a,7
00000768_a,2
00000769_a,7
00000770_a,7
00000771_a,2
00000772_a,3
00000773_a,7
00000774_a,7
00000775_a,7
00000776_a,2
00000777_a,7
00000778_a,7
00000779_a,7
00000780_a,7
00000781_a,7
00000782_a,2
00000783_a,7
00000784_a,7
00000785_a,7
00000786_a,4
00000787_a,7
00000788_a,7
00000789_a,7
00000790_a,7
00000791_a,7
00000792_a,7
00000793_a,2
00000794_a,7
00000795_a,7
00000796_a,7
00000797_a,2
00000798_a,7
00000799_a,7
00000800_a,2
00000801_a,2
00000802_a,7
00000803_a,7
00000804_a,7
00000805_a,6
00000806_a,7
00000807_a,2
00000808_a,7
00000809_a,2
00000810_a,2
00000811_a,7
00000812_a,7
00000813_a,3
00000814_a,7
00000815_a,7
00000816_a,7
00000817_a,7
00000818_a,7
00000819_a,2
00000820_a,7
00000821_a,7
00000822_a,0
00000823_a,7
00000824_a,2
00000825_a,7
00000826_a,7
00000827_a,7
00000828_a,7
00000829_a,7
00000830_a,2
00000831_a,7
00000832_a,2
00000833_a,7
00000834_a,7
00000835_a,2
00000836_a,7
00000837_a,2
00000838_a,7
00000839_a,7
00000840_a,2
00000841_a,7
00000842_a,7
00000843_a,7
00000844_a,2
00000845_a,4
00000846_a,7
00000847_a,4
00000848_a,7
00000849_a,7
00000850_a,7
00000851_a,7
00000852_a,7
00000853_a,7
00000854_a,7
00000855_a,7
00000856_a,2
00000857_a,2
00000858_a,7
00000859_a,7
00000860_a,7
00000861_a,7
00000862_a,7
00000863_a,7
00000864_a,2
00000865_a,7
00000867_a,7
00000868_a,7
00000869_a,7
00000870_a,7
00000871_a,4
00000872_a,7
00000873_a,7
00000874_a,2
00000875_a,4
00000876_a,7
00000877_a,7
00000878_a,7
00000879_a,7
00000880_a,2
00000881_a,2
00000882_a,7
00000883_a,2
00000884_a,7
00000885_a,2
00000886_a,7
00000887_a,7
00000888_a,7
00000889_a,7
00000890_a,7
00000891_a,2
00000892_a,7
00000893_a,7
00000894_a,7
00000895_a,7
00000896_a,7
00000897_a,7
00000898_a,7
00000899_a,7
00000900_a,4
00000901_a,2
00000902_a,7
00000903_a,7
00000904_a,7
00000905_a,7
00000906_a,7
00000907_a,7
00000908_a,2
00000909_a,7
00000910_a,0
00000911_a,2
00000912_a,7
00000913_a,7
00000914_a,7
00000915_a,7
00000916_a,7
00000917_a,7
00000918_a,4
00000919_a,7
00000920_a,7
00000921_a,7
00000922_a,4
00000923_a,7
00000924_a,7
00000925_a,2
00000926_a,7
00000927_a,7
00000928_a,2
00000929_a,7
00000930_a,7
00000931_a,7
00000932_a,7
00000933_a,7
00000934_a,2
00000935_a,7
00000936_a,7
00000937_a,2
00000938_a,2
00000939_a,7
00000940_a,7
00000941_a,7
00000942_a,7
00000943_a,7
00000944_a,7
00000945_a,7
00000946_a,7
00000947_a,7
00000948_a,7
00000949_a,7
00000950_a,7
00000951_a,7
00000952_a,7
00000953_a,7
00000954_a,6
00000955_a,7
00000956_a,2
00000957_a,7
00000958_a,2
00000959_a,7
00000960_a,7
00000961_a,4
00000962_a,7
00000963_a,7
00000964_a,2
00000965_a,2
00000966_a,7
00000967_a,2
00000968_a,7
00000969_a,7
00000970_a,7
00000971_a,7
00000972_a,2
00000973_a,7
00000974_a,7
00000975_a,2
00000976_a,4
00000977_a,7
00000978_a,7
00000979_a,7
00000980_a,7
00000981_a,7
00000982_a,4
00000983_a,7
00000984_a,7
00000985_a,2
00000986_a,7
00000987_a,7
00000988_a,2
00000989_a,7
00000990_a,2
00000991_a,7
00000992_a,7
00000993_a,2
00000994_a,7
00000995_a,4
00000996_a,2
00000997_a,7
00000998_a,2
00000999_a,7
00001000_a,7
00001001_a,7
00001003_a,7
00001004_a,7
00001005_a,4
00001006_a,7
00001007_a,7
00001008_a,2
00001009_a,7
00001010_a,7
00001011_a,7
00001012_a,7
00001013_a,7
00001014_a,0
00001015_a,2
00001016_a,3
00001017_a,2
00001018_a,7
00001019_a,7
00001020_a,7
00001021_a,7
00001022_a,7
00001023_a,2
00001024_a,7
00001025_a,7
00001026_a,2
00001027_a,2
00001028_a,7
00001029_a,7
00001030_a,7
00001031_a,7
00001032_a,7
00001033_a,7
00001034_a,2
00001035_a,7
00001036_a,7
00001038_a,7
00001039_a,2
00001040_a,7
00001041_a,0
00001042_a,7
00001043_a,7
00001044_a,7
00001045_a,7
00001046_a,7
00001047_a,2
00001048_a,7
00001049_a,7
00001050_a,7
00001051_a,7
00001052_a,7
00001053_a,7
00001054_a,2
00001055_a,7
00001056_a,7
00001057_a,2
00001058_a,7
00001059_a,2
00001060_a,7
00001061_a,7
00001062_a,7
00001063_a,7
00001064_a,7
00001065_a,7
00001067_a,7
00001068_a,7
00001069_a,7
00001070_a,2
00001071_a,7
00001072_a,7
00001073_a,7
00001074_a,2
00001075_a,7
00001076_a,4
00001077_a,2
00001078_a,7
00001079_a,7
00001080_a,7
00001081_a,7
00001082_a,7
00001083_a,7
00001084_a,2
00001085_a,0
00001086_a,7
00001087_a,7
00001088_a,7
00001089_a,7
00001090_a,4
00001091_a,7
00001092_a,0
00001093_a,7
00001094_a,7
00001095_a,2
00001096_a,7
00001097_a,4
00001098_a,7
00001099_a,7
00001100_a,3
00001101_a,7
00001102_a,7
00001103_a,7
00001104_a,7
00001105_a,7
00001106_a,2
00001107_a,2
00001108_a,7
00001109_a,7
00001110_a,7
00001111_a,7
00001112_a,7
00001113_a,7
00001114_a,7
00001115_a,4
00001116_a,7
00001117_a,2
00001118_a,7
00001119_a,7
00001120_a,7
00001121_a,7
00001122_a,7
00001123_a,7
00001125_a,7
00001126_a,7
00001127_a,2
00001128_a,7
00001129_a,7
00001130_a,7
00001131_a,7
00001132_a,2
00001133_a,2
00001134_a,7
00001135_a,2
00001136_a,7
00001137_a,4
00001138_a,7
00001139_a,7
00001140_a,7
00001141_a,7
00001142_a,7
00001143_a,7
00001144_a,7
00001145_a,7
00001146_a,2
00001147_a,7
00001148_a,7
00001149_a,7
00001150_a,3
00001151_a,7
00001152_a,4
00001153_a,7
00001154_a,7
00001155_a,7
00001156_a,7
00001157_a,2
00001158_a,2
00001159_a,0
00001160_a,7
00001161_a,2
00001162_a,7
00001163_a,7
00001164_a,7
00001166_a,7
00001167_a,7
00001168_a,2
00001169_a,2
00001170_a,7
00001171_a,7
00001172_a,2
00001173_a,2
00001174_a,2
00001175_a,7
00001176_a,7
00001177_a,7
00001178_a,0
00001179_a,7
00001180_a,2
00001181_a,7
00001182_a,7
00001183_a,7
00001184_a,7
00001185_a,7
00001186_a,7
00001187_a,2
00001188_a,2
00001189_a,7
00001190_a,2
00001191_a,7
00001192_a,7
00001193_a,7
00001194_a,2
00001195_a,7
00001196_a,7
00001197_a,7
00001198_a,2
00001199_a,7
00001200_a,7
00001201_a,7
00001202_a,7
00001203_a,7
00001204_a,7
00001205_a,7
00001206_a,2
00001207_a,7
00001208_a,7
00001209_a,7
00001210_a,7
00001212_a,7
00001213_a,4
00001214_a,4
00001216_a,7
00001217_a,7
00001218_a,7
00001219_a,2
00001220_a,2
00001221_a,4
00001222_a,2
00001224_a,7
00001225_a,5
00001226_a,7
00001227_a,7
00001228_a,7
00001229_a,7
00001230_a,7
00001231_a,2
00001232_a,7
00001233_a,7
00001234_a,7
00001235_a,4
00001236_a,4
00001237_a,7
00001238_a,7
00001239_a,2
00001240_a,7
00001242_a,2
00001243_a,7
00001244_a,7
00001245_a,7
00001246_a,7
00001247_a,7
00001248_a,2
00001250_a,4
00001251_a,7
00001252_a,7
00001253_a,4
00001254_a,2
00001255_a,7
00001256_a,7
00001257_a,7
00001258_a,7
00001259_a,2
00001260_a,7
00001261_a,2
00001262_a,7
00001263_a,2
00001264_a,2
00001265_a,4
00001266_a,7
00001267_a,2
00001268_a,2
00001269_a,7
00001270_a,7
00001271_a,7
00001272_a,7
00001273_a,7
00001274_a,2
00001275_a,7
00001276_a,7
00001277_a,7
00001278_a,7
00001279_a,7
00001280_a,7
00001281_a,7
00001282_a,7
00001283_a,7
00001284_a,7
00001285_a,7
00001286_a,7
00001287_a,7
00001288_a,7
00001289_a,7
00001290_a,2
00001291_a,7
00001292_a,7
00001293_a,7
00001294_a,7
00001295_a,7
00001296_a,7
00001297_a,7
00001298_a,7
00001299_a,7
00001300_a,7
00001301_a,5
00001302_a,7
00001303_a,7
00001304_a,7
00001305_a,7
00001306_a,7
00001307_a,7
00001308_a,7
00001309_a,7
00001310_a,2
00001311_a,7
00001312_a,7
00001313_a,2
00001314_a,4
00001315_a,7
00001316_a,2
00001317_a,7
00001318_a,7
00001320_a,4
00001321_a,7
00001322_a,7
00001323_a,2
00001324_a,7
00001325_a,7
00001326_a,7
00001327_a,7
00001328_a,7
00001329_a,7
00001330_a,7
00001331_a,2
00001332_a,7
00001333_a,7
00001334_a,7
00001335_a,2
00001336_a,7
00001337_a,2
00001338_a,7
00001339_a,7
00001340_a,7
00001341_a,2
00001342_a,7
00001343_a,2
00001344_a,2
00001345_a,7
00001346_a,7
00001347_a,7
00001348_a,7
00001349_a,4
00001350_a,7
00001351_a,7
00001352_a,4
00001353_a,7
00001354_a,7
00001355_a,7
00001356_a,2
00001358_a,7
00001360_a,7
00001361_a,2
00001362_a,7
00001363_a,7
00001364_a,7
00001365_a,2
00001366_a,4
00001367_a,4
00001368_a,7
00001369_a,7
00001370_a,7
00001371_a,7
00001372_a,7
00001373_a,7
00001374_a,7
00001375_a,7
00001376_a,0
00001377_a,2
00001378_a,2
00001379_a,7
00001380_a,7
00001381_a,7
00001382_a,7
00001383_a,2
00001384_a,7
00001385_a,7
00001386_a,2
00001387_a,7
00001388_a,7
00001389_a,7
00001390_a,7
00001391_a,2
00001392_a,2
00001393_a,7
00001395_a,7
00001396_a,7
00001397_a,2
00001398_a,7
00001399_a,7
00001400_a,7
00001401_a,7
00001402_a,7
00001403_a,2
00001404_a,7
00001405_a,7
00001406_a,7
00001407_a,2
00001408_a,2
00001409_a,7
00001410_a,2
00001411_a,7
00001412_a,7
00001413_a,7
00001414_a,7
00001415_a,7
00001416_a,7
00001417_a,7
00001418_a,2
00001419_a,7
00001420_a,7
00001421_a,7
00001422_a,7
00001423_a,7
00001424_a,7
00001425_a,7
00001426_a,7
00001427_a,7
00001428_a,2
00001429_a,5
00001430_a,7
00001431_a,7
00001432_a,7
00001433_a,7
00001434_a,7
00001435_a,7
00001436_a,7
00001437_a,4
00001438_a,7
00001439_a,7
00001440_a,7
00001441_a,7
00001442_a,7
00001443_a,2
00001444_a,2
00001445_a,4
00001446_a,2
00001447_a,7
00001448_a,7
00001449_a,7
00001450_a,7
00001451_a,7
00001452_a,7
00001453_a,7
00001454_a,7
00001455_a,7
00001456_a,7
00001457_a,7
00001458_a,7
00001459_a,7
00001460_a,7
00001461_a,3
00001462_a,7
00001463_a,7
00001464_a,7
00001465_a,2
00001466_a,7
00001467_a,2
00001468_a,7
00001469_a,7
00001470_a,7
00001471_a,7
00001472_a,7
00001473_a,7
00001474_a,7
00001475_a,2
00001476_a,7
00001477_a,7
00001478_a,7
00001479_a,2
00001480_a,7
00001481_a,7
00001482_a,7
00001483_a,7
00001484_a,2
00001485_a,7
00001486_a,4
00001487_a,7
00001488_a,7
00001489_a,4
00001490_a,7
00001491_a,7
00001492_a,7
00001493_a,2
00001494_a,4
00001495_a,7
00001496_a,2
00001497_a,7
00001498_a,7
00001499_a,4
00001500_a,7
00001501_a,7
00001502_a,7
00001503_a,2
00001504_a,2
00001505_a,7
00001506_a,2
00001507_a,2
00001508_a,2
00001509_a,7
00001510_a,7
00001511_a,7
00001512_a,7
00001513_a,7
00001514_a,2
00001515_a,7
00001516_a,7
00001517_a,7
00001518_a,7
00001519_a,7
00001520_a,2
00001521_a,7
00001522_a,7
00001523_a,7
00001524_a,7
00001525_a,4
00001526_a,7
00001527_a,7
00001528_a,7
00001529_a,7
00001530_a,7
00001531_a,7
00001532_a,2
00001533_a,7
00001534_a,2
00001535_a,7
00001536_a,2
00001537_a,2
00001538_a,7
00001539_a,7
00001540_a,7
00001542_a,4
00001543_a,7
00001544_a,7
00001545_a,7
00001546_a,3
00001547_a,7
00001548_a,7
00001549_a,7
00001550_a,7
00001551_a,7
00001552_a,2
00001553_a,7
00001554_a,7
00001555_a,7
00001556_a,7
00001557_a,2
00001558_a,7
00001559_a,7
00001560_a,7
00001561_a,2
00001562_a,7
00001563_a,7
00001564_a,2
00001565_a,7
00001566_a,7
00001567_a,7
00001568_a,7
00001569_a,7
00001571_a,7
00001572_a,7
00001573_a,7
00001574_a,2
00001575_a,7
00001576_a,7
00001577_a,7
00001578_a,7
00001580_a,7
00001581_a,2
00001582_a,7
00001584_a,7
00001585_a,2
00001586_a,0
00001587_a,0
00001588_a,4
00001589_a,7
00001590_a,7
00001591_a,7
00001592_a,7
00001593_a,7
00001594_a,7
00001595_a,7
00001596_a,2
00001597_a,7
00001598_a,2
00001599_a,7
00001600_a,2
00001601_a,7
00001602_a,7
00001603_a,4
00001604_a,7
00001605_a,7
00001606_a,7
00001607_a,2
00001608_a,7
00001609_a,4
00001610_a,7
00001611_a,3
00001612_a,3
00001613_a,7
00001614_a,7
00001615_a,7
00001616_a,4
00001617_a,2
00001618_a,7
00001619_a,7
00001620_a,7
00001621_a,2
00001622_a,7
00001623_a,7
00001624_a,4
00001625_a,2
00001626_a,3
00001627_a,7
00001628_a,7
00001629_a,7
00001630_a,7
00001631_a,0
00001632_a,7
00001633_a,2
00001634_a,7
00001635_a,7
00001636_a,2
00001637_a,2
00001638_a,7
00001639_a,7
00001640_a,7
00001641_a,3
00001642_a,7
00001643_a,7
00001644_a,7
00001645_a,7
00001646_a,7
00001647_a,7
00001648_a,7
00001649_a,7
00001650_a,7
00001651_a,2
00001652_a,7
00001653_a,2
00001654_a,7
00001655_a,2
00001656_a,7
00001657_a,7
00001658_a,2
00001659_a,0
00001660_a,4
00001661_a,4
00001662_a,7
00001663_a,4
00001664_a,7
00001665_a,2
00001666_a,7
00001667_a,7
00001668_a,7
00001669_a,2
00001670_a,2
00001671_a,7
00001672_a,2
00001673_a,7
00001674_a,7
00001675_a,7
00001676_a,2
00001677_a,7
00001678_a,2
00001679_a,2
00001680_a,2
00001681_a,7
00001682_a,2
00001683_a,7
00001684_a,7
00001685_a,7
00001686_a,7
00001687_a,7
00001688_a,7
00001689_a,7
00001690_a,7
00001691_a,6
00001692_a,7
00001693_a,7
00001694_a,7
00001695_a,7
00001696_a,2
00001697_a,7
00001698_a,7
00001699_a,7
00001700_a,7
00001701_a,7
00001702_a,7
00001703_a,7
00001704_a,7
00001705_a,7
00001706_a,2
00001707_a,7
00001708_a,2
00001709_a,7
00001710_a,7
00001711_a,7
00001712_a,7
00001713_a,7
00001714_a,2
00001715_a,7
00001716_a,7
00001717_a,7
00001718_a,2
00001719_a,7
00001720_a,7
00001721_a,7
00001722_a,2
00001723_a,7
00001724_a,7
00001725_a,7
00001726_a,3
00001727_a,7
00001728_a,7
00001729_a,4
00001730_a,2
00001731_a,7
00001732_a,4
00001733_a,7
00001734_a,7
00001735_a,2
00001736_a,7
00001737_a,7
00001738_a,7
00001739_a,2
00001740_a,7
00001741_a,7
00001742_a,2
00001743_a,7
00001744_a,7
00001745_a,7
00001746_a,7
00001747_a,2
00001748_a,7
00001749_a,7
00001750_a,7
00001751_a,0
00001752_a,2
00001753_a,2
00001754_a,7
00001755_a,7
00001756_a,7
00001757_a,7
00001758_a,7
00001759_a,7
00001760_a,7
00001761_a,4
00001762_a,2
00001763_a,7
00001764_a,7
00001765_a,4
00001766_a,7
00001767_a,7
00001768_a,7
00001769_a,4
00001770_a,3
00001771_a,2
00001772_a,7
00001773_a,7
00001774_a,7
